,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
1292,College of Letters & Science,Computer Sciences,COMP SCI 638,1,"COMP SCI 200, 300, 301, 302, 310, 367, placement into COMP SCI 300, or L I S/COMP SCI  102 (COMP SCI 202 prior to Fall 2023), graduate/professional standing, or declared in the Capstone Certificate in Computer Sciences for Professionals",Breadth - Natural Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1293,College of Letters & Science,Computer Sciences,COMP SCI 639,3,,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1294,College of Letters & Science,Computer Sciences,COMP SCI 640,3,COMP SCI 537 or graduate/professional standing or declared in the Capstone Certificate in Computer Sciences for Professionals,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1295,College of Letters & Science,Computer Sciences,COMP SCI 642,3,COMP SCI 537 or graduate/professional standing or declared in the Capstone Certificate in Computer Sciences for Professionals,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
1296,College of Letters & Science,Computer Sciences,COMP SCI 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),"Yes, unlimited number of completions",Fall 2023
1297,College of Letters & Science,Computer Sciences,COMP SCI 682,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),"Yes, unlimited number of completions",Fall 2023
1298,College of Letters & Science,Computer Sciences,COMP SCI 691,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2022
1299,College of Letters & Science,Computer Sciences,COMP SCI 692,2,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Spring 2023
1300,College of Letters & Science,Computer Sciences,COMP SCI 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
1301,College of Letters & Science,Computer Sciences,COMP SCI 701,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
1302,College of Letters & Science,Computer Sciences,COMP SCI 702,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 2 number of completions",Fall 2023
1303,College of Letters & Science,Computer Sciences,COMP SCI 703,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1304,College of Letters & Science,Computer Sciences,COMP SCI 704,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
1305,College of Letters & Science,Computer Sciences,COMP SCI/E C E  707,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
1306,College of Letters & Science,Computer Sciences,COMP SCI 710,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
1307,College of Letters & Science,Computer Sciences,COMP SCI/MATH  714,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
1308,College of Letters & Science,Computer Sciences,COMP SCI/MATH  715,3,Graduate/professional standing or member of the Pre-Masters Mathematics (Visiting International) Program,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
